bookId,title,new_isbn,new_author
12690572-illuminate,Illuminate,0486285340,Edward Johnston
17929102-legend-trilogy-boxed-set,Legend Trilogy Boxed Set,0765357119,Kevin J. Anderson
326931.A_Fortune_Teller_Told_Me,A Fortune-Teller Told Me: Earthbound Travels in the Far East,Book not found,Author not found
1531433.Fallen_from_Grace,Fallen from Grace,9780819569530,Marianne Boruch
10875239-lethal,Lethal,9781455510825,Sandra Brown
3548256-east-of-the-sun,East of the Sun,9780752874364,Júlia Gregson
6539596-the-brightest-star-in-the-sky,The Brightest Star in the Sky,140594109X,Marian Keyes
6618102-stranger-and-stranger,Stranger and Stranger,1533606714,Mark Twain
6375845-batman,Batman: Hush,9781417669332,Jeph Loeb
820461.The_Greek_Myths,The Greek Myths,9785557106641,Robert Graves
22215757-the-zodiac-legacy,The Zodiac Legacy: Convergence,9781423190493,Stuart Moore Stan Lee
29358487-tales-of-the-peculiar,Tales of the Peculiar,9780399538551,Ransom Riggs
59973.Daredevil,Daredevil: The Man Without Fear,9780785113379,Brian Michael Bendis
16878.Arctic_Dreams,Arctic Dreams,0613999266,Barry Lopez
15791085-the-falconer,The Falconer,9780890640449,Dashiell Hammett
60662.El_camino,El camino,8423303845,Miguel Delibes
253993.See_Jane_Run,See Jane Run,9798985717501,Jolene Stratton Philo
40658082-friend-request,Friend Request,1478948523,Laura Marshall
44289602-el-verano-en-que-mi-madre-tuvo-los-ojos-verdes,El verano en que mi madre tuvo los ojos verdes,9788417553036,Tatiana Tibuleac
35702241-the-shadows-between-us,The Shadows Between Us,1250189977,Tricia Levenseller
466354.Little_Man_What_Now_,"Little Man, What Now?",9781911545033,Hans Fallada
49741.Miguel_Street,Miguel Street,0394720652,V. S. Naipaul
239922.Bring_Me_the_Head_of_Prince_Charming,Bring Me the Head of Prince Charming,0553354485,Roger Zelazny
1128670.The_Seeing_Stone,The Seeing Stone,0439263263,Kevin Crossley-Holland
828387.A_Short_History_of_Tractors_in_Ukrainian,A Short History of Tractors in Ukrainian,0241953316,Marina Lewycka
209497.Enchanter,Enchanter,9780860685173,Elizabeth von Arnim
770051.Olivia,Olivia,0689829531,Ian Falconer
5582295-homecoming,Homecoming,9780802151056,Harold Pinter
286136.Leven_Thumps_and_the_Whispered_Secret,Leven Thumps and the Whispered Secret,1590385144,Obert Skye
420736.Duncan_s_Bride,Duncan's Bride,078626392X,Linda Howard
835458.The_Pursuit_of_Love,The Pursuit of Love,9780850467451,Nancy Mitford
6939939-the-hand-that-first-held-mine,The Hand That First Held Mine,9781408486511,Maggie O'Farrell
4071860-ecstasy,Ecstasy,9780006139089,Ngaio Marsh
5517759-a-match-made-in-high-school,A Match Made in High School,1595142576,Kristin Walker
501910.The_Lost_Queen,The Lost Queen,0060871067,Frewin Jones
1839075.The_Seventh_Daughter,The Seventh Daughter,1580088228,Cecilia Chiang
3457715-bliss,Bliss,API Error,API Error
2507213.Reincarnation,Reincarnation,9780553100563,Jess Stearn
60930.Bloodchild_and_Other_Stories,Bloodchild and Other Stories,1299577261,Octavia E. Butler
56140.Cadillac_Desert,Cadillac Desert: The American West and Its Disappearing Water,Book not found,Author not found
11372681-his-purrfect-mate,His Purrfect Mate,9781419934568,Laurann Dohner
7264975-the-heart-mender,The Heart Mender: A Story of Second Chances,Book not found,Author not found
1724928.Saturnin,Saturnin,ISBN not found,"Schlumberger, Jean"
915341.Black_Trillium,Black Trillium,9780553290790,Marion Zimmer Bradley
7926569-now-you-see-her,Now You See Her,1784754501,James Patterson
1333320.Relentless,Relentless,1511375809,Dean Koontz
12901365-the-deepest-cut,The Deepest Cut,9780345499523,Dianne Emley
5801741-lost,Lost,9780140622447,John Milton
372490.Uther,Uther,ISBN not found,Warwick Deeping
14333353-the-haunted-bookshop,The Haunted Bookshop,1480442615,Christopher Morley
16335.The_Mystery_of_the_Blue_Train,The Mystery of the Blue Train,9781611739886,Agatha Christie
7355137-darke,Darke,0312142048,Joseph Conrad
7316340,اللاهوت العربي وأصول العنف الديني,Book not found,Author not found
693016.Mine_Till_Midnight,Mine Till Midnight,9780739489109,Lisa Kleypas
464124.Hostage,Hostage,9798481733524,John Buchan
119512.The_Melancholy_of_Resistance,The Melancholy of Resistance,9780811214506,László Krasznahorkai
17930729-cehennem-i-e-i,Cehennem Çiçeği,9786254490989,Alper Canigüz
16155151-1,ホリミヤ 1,Book not found,Author not found
8041873-hold-me-closer-necromancer,"Hold Me Closer, Necromancer",1429941103,Lish McBride
18492859-immortal,Immortal,9798490758556,Mary Wollstonecraft Shelley
73960.Lorna_Doone,Lorna Doone,9781178321357,R. D. Blackmore
16104022-brother-s-keeper,Brother's Keeper,9780850316131,John Edgar Wideman
12890.Barabbas,Barabbas,0766101428,Marie Corelli
22237428-the-untouchables,The Untouchables,0552148164,Gerald Seymour
12884237-the-end-of-the-world,The End of the World,9780553150902,Judy Blume
23601046-the-house-of-shattered-wings,The House of Shattered Wings,0451477383,Aliette de Bodard
24397041-hunter,Hunter,1072544644,Kelly McAvoy
23909755-city-of-blades,City of Blades,9781664437265,Robert Jackson Bennett
20404905-the-spider-s-war,The Spider's War,9780316204057,Daniel Abraham
23346335-the-price-of-valour,The Price of Valour,1742611230,Hamilton John
51078.Batman,"Batman: Knightfall, Part One: Broken Bat",Book not found,Author not found
3677.Where_Angels_Fear_to_Tread,Where Angels Fear to Tread,9798787575804,E. M. Forster
22447885,شوق الدرويش,977490284X,حمور زيادة hamor zeyada
92625.The_Ones_Who_Walk_Away_from_Omelas,The Ones Who Walk Away from Omelas,9780886825010,Ursula K. Le Guin
23264825-homecoming,Homecoming,9780802151056,Harold Pinter
23257157-the-wolf-wilder,The Wolf Wilder,9781780312071,Jenny Nimmo
25015043-reflections-of-a-man,Reflections Of A Man,ISBN not found,"Grant, Robert"
20646696-sea-spell,Sea Spell,9781444923636,Jennifer Donnelly
22718705-the-boys-who-challenged-hitler,The Boys Who Challenged Hitler: Knud Pedersen and the Churchill Club,Book not found,Author not found
32943032-a-map-of-days,A Map of Days,8551003674,Ransom Riggs
35575184-orphan-monster-spy,Orphan Monster Spy,9781474942386,Matt Killeen
36086513-amal-unbound,Amal Unbound,0525632107,Aisha Saeed
68093.Friends_in_High_Places,Friends in High Places,1947253018,Andi Marquette
95661.Revenge_of_the_Wannabes,Revenge of the Wannabes,0316701335,Lisi Harrison
95658.Best_Friends_for_Never,Best Friends for Never,9781603963213,Lisi Harrison
958452.Sold,Sold,9781423350132,Terry Brooks
7736327-moon-dance,Moon Dance,0006511872,Sheri S. Tepper
7877549-starcrossed,StarCrossed,0201124262,Infocom
28725.Exile_s_Honor,Exile's Honor,0292716060,Lillian Tagle
158857.Charlotte_Sometimes,Charlotte Sometimes,9780844666730,Penelope Farmer
28942.Emotionally_Weird,Emotionally Weird,0312203241,Kate Atkinson
16251.News_of_a_Kidnapping,News of a Kidnapping,9780224050029,Gabriel García Márquez
3828382-tribes,Tribes: We Need You to Lead Us,Book not found,Author not found
242956.Firegirl,Firegirl,0739348736,Tony Abbott
291112.The_Pursuit_of_Happiness,The Pursuit of Happiness,0099415372,Douglas Neil Kennedy
701937.Spud,Spud,0141380160,Eoin Colfer
3831023-deathwish,Deathwish,9780718192808,Rob Thurman
11700593-lives-other-than-my-own,Lives Other than My Own: A Memoir,Book not found,Author not found
8428115-vampire-crush,Vampire Crush,0061989711,A. M. Robinson
963680.Fr_ulein_Else,Fräulein Else,225305805X,Arthur Schnitzler
542953.A_Gathering_of_Old_Men,A Gathering of Old Men,9780552991124,Ernest J. Gaines
94062.Rainbow_Road,Rainbow Road,ISBN not found,Esther Forbes
215021.Les_Choses,Les Choses,9780785946663,Alphonse Daudet
275247.Little_Lord_Fauntleroy,Little Lord Fauntleroy,0344331571,Frances Hodgson Burnett
9642278-original-sin,Original Sin,0451133722,Lisa Alther
50242.Don_t_Look_Now,Don't Look Now,0440121221,Daphne du Maurier
10640020-dreaming-awake,Dreaming Awake,9575706307,Kit Pearson
782854.Eloise,Eloise,8426437354,Kay Thompson
6988014-seven-days-in-the-art-world,Seven Days in the Art World,9780393337129,Sarah Thornton
259598.The_Fairy_Rebel,The Fairy Rebel,9780460061780,Lynne Reid Banks
6468337-eragon-s-guide-to-alaga-sia,Eragon's Guide to Alagaësia,0375858237,Christopher Paolini
9366879-bone,"Bone: Quest for the Spark, Vol. 1",Book not found,Author not found
17252101-smitten,Smitten,9780060737078,Janet Evanovich
9867814-ashen-winter,Ashen Winter,9781933718750,Mike Mullin
4392.Living_to_Tell_the_Tale,Living to Tell the Tale,9781592289912,The Explorers Club
13622863-the-fallen-legacies,The Fallen Legacies,9781777016906,Luke Chmilenko
257321.Stronghold,Stronghold,9780548180532,Caroline Emelia Stephen
8229399-big-nate-strikes-again,Big Nate Strikes Again,0007441320,Lincoln Peirce
21411887-you-were-mine,You Were Mine,9781469259154,Rebecca Serle
12114440-fury-s-kiss,Fury's Kiss,9780141967936,Karen Chance
1900124.Uncle_Montague_s_Tales_of_Terror,Uncle Montague's Tales of Terror,9781408806517,Chris Priestley
18404285-be-careful-what-you-wish-for,Be Careful What You Wish For,1250034469,Jeffrey Archer
17254466-cinderella-screwed-me-over,Cinderella Screwed Me Over,9781622660315,Cindi Madsen
22067320-encontrando-a-silvia,Encontrando a Silvia,8483656787,Elísabet Benavent
17409842-archangel-s-enigma,Archangel's Enigma,0425251268,Nalini Singh
305440.Breaker_s_Reef,Breaker's Reef,1594150974,Terri Blackstock
75579.Report_to_Greco,Report to Greco,9781476706863,Nikos Kazantzakis
17253180-take-a-chance-on-me,Take a Chance on Me,1402237510,Jill Mansell
25507388-paladin,Paladin,0060571160,Lois McMaster Bujold
22896551-none-of-the-above,None of the Above,193507153X,Joseph Farah
9507278-the-complete-works-of-edgar-allan-poe,The Complete Works of Edgar Allan Poe,API Error,API Error
6435965-hetty-feather,Hetty Feather,API Error,API Error
19246471-clothes-clothes-clothes-music-music-music-boys-boys-boys,"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys",API Error,API Error
