bookId,new_author,clean_author,birthplace,latlong,author_used
84151.Night_Play,William Shakespeare,Sherrilyn Kenyon,"Columbus, Georgia",32.492222222222225 -84.94027777777778,1
28250.The_Novice,Edith Pargeter,Trudi Canavan,Melbourne,-37.814166666666665 144.96305555555554,1
261331.The_Tea_Rose,Jennifer Donnelly,Jennifer Donnelly,"Port Chester, New York",41.005 -73.66888888888889,1
68591.Brida,Paulo Coelho,Paulo Coelho,Brazil,-15.783333333333333 -47.86666666666667,1
1398034.Bumi_Manusia,Pramoedya Ananta Toer,Pramoedya Ananta Toer,Dutch East Indies,-2.0 118.0,1
1811543.Magic_Burns,Joshua Khan,Ilona Andrews,,,2
6919272-saphirblau,Kerstin Gier,Kerstin Gier,,,2
20829994-percy-jackson-s-greek-gods,Rick Riordan,Rick Riordan,"San Antonio, Texas",,1
11741.Housekeeping,Elizabeth Raffald,Marilynne Robinson,"Sandpoint, Idaho",48.266666666666666 -116.56666666666666,1
38169.Alas_Babylon,Pat Frank,Pat Frank,"Chicago, Illinois",,1
34502.Soul_Music,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
43782.The_Mummy,Mary Pope Osborne,Anne Rice,"New Orleans, Louisiana",,1
229432.The_Pickwick_Papers,Charles Dickens,Charles Dickens,Portsmouth,50.80583333333333 -1.0872222222222223,1
93575.Gaudy_Night,Dorothy L. Sayers,Dorothy L. Sayers,England,51.5 -0.11666666666666667,1
13612739-seduced-in-the-dark,Emma Jade,C.J. Roberts,,,2
8088.Sunshine,Stephen Leacock,Robin McKinley,"Warren, Ohio",41.23833333333334 -80.81444444444445,1
34066798-a-gentleman-in-moscow,Amor Towles,Amor Towles,Boston,42.360277777777775 -71.05777777777777,1
33512.One_Thousand_White_Women,Jim Fergus,Jim Fergus,,,2
12468.The_Executioner_s_Song,Norman Mailer,Norman Mailer,"Long Branch, New Jersey",40.295372 -73.989899,1
393146.The_Naming,Sir Edward Coke,Alison Croggon,Transvaal (province),-25.0 30.0,1
12680907-bitterblue,Kristin Cashore,Kristin Cashore,,,2
2247142.The_Talented_Mr_Ripley,Patricia Highsmith,Patricia Highsmith,"Fort Worth, Texas",32.75 -97.33333333333333,1
6801582-spells,William Dana Orcutt,Aprilynne Pike,"Salt Lake City, Utah",,1
7779.Horton_Hears_a_Who_,Dr. Seuss,Dr. Seuss,"Springfield, Massachusetts",42.10138888888889 -72.59027777777777,1
70561.The_Gulag_Archipelago_1918_1956,,Aleksandr Solzhenitsyn,Kislovodsk,43.916666666666664 42.71666666666667,1
6547187-first-drop-of-crimson,Jeaniene Frost,Jeaniene Frost,,,2
544424.Leaving_Paradise,Jean Barman,Simone Elkeles,"Chicago, Illinois",,1
23965.Porno,Irvine Welsh,Irvine Welsh,Leith,55.98 -3.17,1
21031.When_Nietzsche_Wept,Irvin D. Yalom,Irvin D. Yalom,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
92780.Cold_Comfort_Farm,Stella Gibbons,Stella Gibbons,,,2
26032887-the-wicked-king,Holly Black,Holly Black,"West Long Branch, New Jersey",40.287904 -74.020019,1
7670.The_Andromeda_Strain,Michael Crichton,Michael Crichton,Chicago,41.88194444444444 -87.62777777777778,1
105549.The_Sneetches_and_Other_Stories,Dr. Seuss,Dr. Seuss,"Springfield, Massachusetts",42.10138888888889 -72.59027777777777,1
332775.Incarceron,Catherine Fisher,Catherine Fisher,,,2
823.Quicksilver,Neal Stephenson,Neal Stephenson,Maryland,39.0 -77.0,1
30274.Circus_of_the_Damned,Laurell K. Hamilton,Laurell K. Hamilton,"Heber Springs, Arkansas",35.49444444444445 -92.03916666666667,1
34504.Wyrd_Sisters,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
96358.Batman,Alan Moore,Alan Moore,Northampton,52.2303748 -0.8937527,1
24445517-maybe-someday,taylor jenkins reid,Colleen Hoover,"Sulphur Springs, Texas",33.134166666666665 -95.60194444444444,1
83763.Prey,Michael Crichton,Michael Crichton,Chicago,41.88194444444444 -87.62777777777778,1
4570768-willow,Algernon Blackwood,Julia Hoban,Shooter's Hill,51.4691 0.0669,2
46202.Magic_Study,Maria V. Snyder,Maria V. Snyder,Pennsylvania,41.0 -78.0,1
73385.A_Knight_in_Shining_Armor,Jude Deveraux,Jude Deveraux,"Fairdale, Kentucky",,1
49824.The_Mammoth_Hunters,Jean M. Auel,Jean M. Auel,Chicago,41.88194444444444 -87.62777777777778,1
15924.At_First_Sight,Nicholas Sparks,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
6780439-dark-visions,Stephen King,L.J. Smith,Maine,45.0 -69.0,2
50275.Last_Exit_to_Brooklyn,"Hubert Selby, Jr.",Hubert SelJr.,,,2
160149.The_Call_of_Cthulhu_and_Other_Weird_Stories,S. T. Joshi,H.P. Lovecraft,Pune,18.52027777777778 73.85666666666667,2
8962.A_Living_Nightmare,Darren Shan,Darren Shan,,,2
22341263-my-sister-s-grave,Robert Dugoni,Robert Dugoni,,,2
30120.Falling_Up,Shel Silverstein,Shel Silverstein,Chicago,41.88194444444444 -87.62777777777778,1
136782.Stormbreaker,Anthony Horowitz,Anthony Horowitz,"Stanmore, Middlesex",,1
28634.Immortality,Mary Wollstonecraft Shelley,Milan Kundera,Brno,49.1925 16.608333333333334,1
1000751.Pollyanna,Eleanor Hodgman Porter,Eleanor H. Porter,"Littleton, New Hampshire",44.306111111111115 -71.77,1
6324090-alice-s-adventures-in-wonderland,Lewis Carroll,Lewis Carroll,Daresbury,53.3402 -2.6332,1
5114.Raise_High_the_Roof_Beam_Carpenters_Seymour,J. D. Salinger,J.D. Salinger,,,2
25622780-wide-sargasso-sea,Jean Rhys,Jean Rhys,Roseau,15.301389 -61.388333,1
6596.The_Four_Agreements,"Ruiz, Miguel, 1952-",Miguel Ruiz,,,2
406373.Faust,Johann Wolfgang von Goethe,Johann Wolfgang von Goethe,Holy Roman Empire,,1
6261522-the-body-finder,Kimberly Derting,Kimberly Derting,,,2
24780.The_Book_of_Three,Alexander,Lloyd Alexander,Pennsylvania,41.0 -78.0,1
35440465-love-on-the-line,Laura Castoro,Kirsten Fullmer,,,2
40102.Blink,,Malcolm Gladwell,England,51.5 -0.11666666666666667,1
11438.What_We_Talk_About_When_We_Talk_About_Love,Raymond Carver,Raymond Carver,"Clatskanie, Oregon",46.10305555555556 -123.20361111111112,1
30246.Blue_Moon,Lee Child,Laurell K. Hamilton,"Heber Springs, Arkansas",35.49444444444445 -92.03916666666667,1
28449207-strange-the-dreamer,Laini Taylor,Laini Taylor,"Chico, California",39.74 -121.83555555555556,1
15729539-nos4a2,Joe Hill,Joe Hill,,,2
14748.Good_in_Bed,Jodi Picocell,Jennifer Weiner,"DeRidder, Louisiana",30.851388888888888 -93.29027777777777,1
227865.The_Eternity_Code,Eoin Colfer,Eoin Colfer,Wexford,52.3342 -6.4575,1
1661957.Wake,James Joyce,Lisa McMann,"Holland, Michigan",42.7875 -86.10888888888888,1
33555.What_Dreams_May_Come,Gertrude Franklin Horn Atherton,Richard Matheson,"Allendale, New Jersey",41.032669 -74.133826,1
29580.Second_Foundation,Isaac Asimov,Isaac Asimov,Petrovichi,53.975 32.15888888888889,1
3086160-the-hour-i-first-believed,Wally Lamb,Wally Lamb,"Norwich, Connecticut",41.55027777777778 -72.0875,1
11300302-alice-in-zombieland,Nickolas Cook,Gena Showalter,Oklahoma,35.0 -98.0,1
8909152-attachments,Thomas Chandler Haliburton,Rainbow Rowell,"Windsor, Nova Scotia",44.98027777777778 -64.12916666666666,2
8788554-first-grave-on-the-right,Darynda Jones,Darynda Jones,,,2
77430.Master_and_Commander,Patrick O'Brian,Patrick O'Brian,Buckinghamshire,51.833333333333336 -0.8333333333333334,1
15054.Written_on_the_Body,Jeanette Winterson,Jeanette Winterson,Manchester,53.47944444444445 -2.245277777777778,1
7186.La_Dame_aux_Cam_lias,Alexandre Dumas fils,Alexandre Dumas fils,Paris,48.856613 2.352222,1
1427.The_Zahir,Paulo Coelho,Paulo Coelho,Brazil,-15.783333333333333 -47.86666666666667,1
9662386-tiger-s-quest,Colleen Houck,Colleen Houck,,,2
596259.Standing_for_Something,,Gordon B. Hinckley,,,2
6441509-shadow-souls,Melissa Jennewein,L.J. Smith,,,2
586472.The_Right_Stuff,Tom Wolfe,Tom Wolfe,"Richmond, Virginia",37.54083333333333 -77.43666666666667,1
6871617-this-side-of-the-grave,Jeaniene Frost,Jeaniene Frost,,,2
9378297-anna-dressed-in-blood,Kendare Blake,Kendare Blake,South Korea,36.0 128.0,1
63720.The_Fifth_Elephant,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
62446.The_Prince_and_the_Pauper,Mark Twain,Mark Twain,"Florida, Missouri",39.49166666666667 -91.79,1
690866.The_Hundred_Secret_Senses,Amy Tan,Amy Tan,"Oakland, California",37.80444444444444 -122.27083333333333,1
341879.Just_Kids,Patti Smith,Patti Smith,,,2
10345927-a-million-suns,The Yellow Team,Beth Revis,,,2
64481.A_Northern_Light,Jennifer Donnelly,Jennifer Donnelly,"Port Chester, New York",41.005 -73.66888888888889,1
24813.The_Calvin_and_Hobbes_Tenth_Anniversary_Book,Bill Watterson,Bill Watterson,"Washington, D.C.",38.90472222222222 -77.01638888888888,1
53925.The_War_of_the_End_of_the_World,Herbert Feis,Mario Vargas Llosa,Arequipa Region,,1
659469.The_Hobbit,,Chuck Dixon,,,2
2845024-anathem,Neal Stephenson,Neal Stephenson,Maryland,39.0 -77.0,1
29939230-a-conjuring-of-light,V.E. Schwab,V.E. Schwab,,,2
126609.Sister_Carrie,Theodore Dreiser,Theodore Dreiser,"Terre Haute, Indiana",39.469722222222224 -87.38972222222222,1
6267237-the-van-alen-legacy,Melissa De La Cruz,Melissa de la Cruz,Manila,14.595833333333333 120.97722222222222,1
12033455-i-ve-got-your-number,Doris Webster,Sophie Kinsella,England,51.5 -0.11666666666666667,1
28763485-the-sun-is-also-a-star,Nicola Yoon,Nicola Yoon,,,2
31287352-in-farleigh-field,Rhys Bowen,Rhys Bowen,,,2
2442.Witches_Abroad,Terry Pratchett,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
48318.The_Solitaire_Mystery,Jostein Gaarder,Jostein Gaarder,Oslo,59.913333333333334 10.738888888888889,1
1055617.The_Miracle_of_Forgiveness,Spencer W. Kimball,Spencer W. Kimball,,,2
17800.Dance_Dance_Dance,John Buchan,Haruki Murakami,"Fushimi-ku, Kyoto",34.93611111111111 135.7613888888889,1
11454587-spell-bound,Kelley Armstrong,Rachel Hawkins,Manchester,53.47944444444445 -2.245277777777778,1
32424.Lightning,Rick Riordan,Dean Koontz,"Everett, Pennsylvania",40.01416666666667 -78.37333333333333,1
7201913-angel,Dan Brown,James Patterson,"Newburgh, New York",41.51972222222222 -74.0213888888889,1
17255265-this-man-confessed,Jodi Ellen Malpas,Jodi Ellen Malpas,,,2
26135825-fun-home,,Alison Bechdel,"Beech Creek, Pennsylvania",41.07472222222222 -77.58583333333333,1
3464.True_Believer,Eric Hoffer,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
92160.London,Rand McNally,Edward Rutherfurd,Salisbury,51.07 -1.79,1
11298.A_Wild_Sheep_Chase,,Haruki Murakami,"Fushimi-ku, Kyoto",34.93611111111111 135.7613888888889,1
138959.Stuart_Little,E. B. White,E.B. White,"Mount Vernon, New York",40.91416666666667 -73.83055555555555,2
40605285-the-sweetness-at-the-bottom-of-the-pie,Alan Bradley,Alan Bradley,,,2
681552.God_s_Spy,Juan Gomez-Jurado,Juan Gomez-Jurado,,,2
45108.Fool_s_Fate,Robin Hobb,Robin Hobb,"Berkeley, California",37.87166666666667 -122.27277777777778,1
17378508-blue-lily-lily-blue,Maggie Stiefvater,Maggie Stiefvater,"Harrisonburg, Virginia",38.449444444444445 -78.86888888888889,1
144349.The_Burning_Bridge,John Flanagan,John Flanagan,,,2
112803.Gandhi,Mohandas Karamchand Gandhi,Mahatma Gandhi,British Raj,,1
7285498-angelfire,Linda Lael Miller,Courtney Allison Moulton,Washington (U.S. state),,2
29977617-africa-s-child,,Maria Nhambu,,,2
12959233-winter-of-the-world,Ken Follett,Ken Follett,Cardiff,51.48166666666667 -3.1791666666666667,1
1966969.Fire_Study,Hamilton Wright Mabie,Maria V. Snyder,Pennsylvania,41.0 -78.0,1
77160.Across_the_Nightingale_Floor,Lian Hearn,Lian Hearn,,,2
18584855-heartless,Marissa Meyer,Marissa Meyer,"Tacoma, Washington",47.24138888888889 -122.45944444444444,1
7331435-a-visit-from-the-goon-squad,Jennifer Egan,Jennifer Egan,Chicago,41.88194444444444 -87.62777777777778,1
13570854-lover-at-last,J. R. Ward,J.R. Ward,,,2
40526.Time_and_Again,Jack Finney,Jack Finney,Milwaukee,43.05 -87.95,1
254308.Oblomov,Ivan Aleksandrovich Goncharov,Ivan Goncharov,Russian Empire,,1
114230.Bartleby_the_Scrivener,Herman Melville,Herman Melville,New York City,40.71277777777778 -74.00611111111111,1
32831.The_Mysterious_Island,Franklin W. Dixon,Jules Verne,Bourbon Restoration in France,48.81666666666667 2.4833333333333334,1
8253920-towers-of-midnight,Robert Jordan,Robert Jordan,"Charleston, South Carolina",32.78333333333333 -79.93194444444444,1
2753843-revelations,Arthur Conan Doyle,Melissa de la Cruz,Manila,14.595833333333333 120.97722222222222,1
11468377-thinking-fast-and-slow,Daniel Kahneman,Daniel Kahneman,Mandatory Palestine,,1
29283884-the-gentleman-s-guide-to-vice-and-virtue,Mackenzi Lee,Mackenzi Lee,,,2
46227.Ask_the_Dust,John Fante,John Fante,"Denver, Colorado",,1
4625.The_Complete_Short_Stories_of_Ernest_Hemingway,,Ernest Hemingway,"Oak Park, Illinois",41.888333333333335 -87.78944444444444,1
30263.Every_Which_Way_But_Dead,Kim Harrison,Kim Harrison,Midwest,,1
112077.The_Game_of_Kings,Dorothy Dunnett,Dorothy Dunnett,Dunfermline,56.07192 -3.4393,1
333867.The_Stars_My_Destination,Alfred Bester,Alfred Bester,,,2
6587879-horns,Frank R. Stockton,Joe Hill,Philadelphia,39.952777777777776 -75.16361111111111,2
7743175-a-memory-of-light,Robert Jordan,Robert Jordan,"Charleston, South Carolina",32.78333333333333 -79.93194444444444,1
190361.Obsidian_Butterfly,Lani Forbes,Laurell K. Hamilton,"Heber Springs, Arkansas",35.49444444444445 -92.03916666666667,1
36660125,خوسيه ماورو دي فاسكونيلوس,José Mauro de Vasconcelos,,,2
31336.The_Tale_of_the_Body_Thief,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
17029526-never-too-far,Louie Giglio,Abbi Glines,"Birmingham, Alabama",33.5175 -86.80944444444444,1
6686092-lies,Franz Werfel,Michael Grant,Prague,50.0875 14.421388888888888,2
341735.Replay,Sharon Creech,Ken Grimwood,Alabama,33.0 -87.0,1
1609451.Change_of_Heart,Philip Gulley,Jodi Picoult,"Nesconset, New York",40.846111111111114 -73.15055555555556,1
1067.1776,"Henry, Alexander",David McCullough,Pittsburgh,40.43972222222222 -79.97638888888889,1
11861062-starters,Platinum Black Services LLC,Lissa Price,,,2
17199504-the-bone-season,Samantha Shannon,Samantha Shannon,"Hammersmith, London",,1
42692.Mila_18,Leon Uris,Leon Uris,"Baltimore, Maryland",,1
472343.Duma_Key,Stephen King,Stephen King,Maine,45.0 -69.0,1
384597.Arcadia,Sir Philip Sidney,Tom Stoppard,Zlín,49.23305555555555 17.666944444444443,1
10882.Hell_s_Angels,Hunter S. Thompson,Hunter S. Thompson,"Louisville, Kentucky",38.25611111111111 -85.75138888888888,1
81227.Infidel,Paul R. Peluso,Ayaan Hirsi Ali,Mogadishu,2.0391666666666666 45.341944444444444,1
9820.Crossing_to_Safety,Wallace Stegner,Wallace Stegner,"Lake Mills, Iowa",43.41833333333334 -93.53194444444445,1
46544.The_Shelters_of_Stone,Jean M. Auel,Jean M. Auel,Chicago,41.88194444444444 -87.62777777777778,1
6006518-strange-angels,George Pendle,Lili St. Crow,,,2
40200.The_Crimson_Petal_and_the_White,Michel Faber,Michel Faber,The Hague,52.08 4.31,1
13618440-dreams-of-gods-and-monsters,Laini Taylor,Laini Taylor,"Chico, California",39.74 -121.83555555555556,1
4978.Wolves_of_the_Calla,Stephen King,Stephen King,Maine,45.0 -69.0,1
18630.The_Player_of_Games,Iain M. Banks,Iain M. Banks,,,2
11710373-written-in-my-own-heart-s-blood,Diana Gabaldon,Diana Gabaldon,"Scottsdale, Arizona",33.49305555555556 -111.92611111111111,1
13895.The_Fires_of_Heaven,Robert Jordan,Robert Jordan,"Charleston, South Carolina",32.78333333333333 -79.93194444444444,1
218467.Lucifer_s_Hammer,Larry Niven,Larry Niven,California,35.491035 -119.347852,1
2855034-nation,Library of Congress,Terry Pratchett,Beaconsfield,51.600873 -0.634682,1
103159.The_Forsyte_Saga,John Galsworthy,John Galsworthy,England,51.5 -0.11666666666666667,1
100924.Perelandra,C. S. Lewis,C.S. Lewis,Belfast,54.59638888888889 -5.93,2
125404.The_Indian_in_the_Cupboard,Lynne Reid Banks,Lynne Reid Banks,,,2
9998.The_Woman_in_the_Dunes,Abe Kōbō,Kōbō Abe,"Kita, Tokyo",35.75 139.73333333333332,1
6944032-night-pleasures,Amanda Ashley,Sherrilyn Kenyon,"Columbus, Georgia",32.492222222222225 -84.94027777777778,1
5167.Cane_River,Lalita Tademy,Lalita Tademy,,,2
28078.The_Birth_of_Venus,Sarah Dunant,Sarah Dunant,London,51.507222222222225 -0.1275,1
23529.From_Hell,Alan Moore,Alan Moore,Northampton,52.2303748 -0.8937527,1
99329.The_History_of_Tom_Jones_a_Foundling,Henry Fielding,Henry Fielding,England,51.5 -0.11666666666666667,1
608216.The_Summer_Garden,Jill Billington,Paullina Simons,Russian Soviet Federative Socialist Republic,,1
10560331-out-of-sight-out-of-time,Ally Carter,Ally Carter,"Locust Grove, Oklahoma",36.19722222222222 -95.16694444444444,1
30262.The_Good_the_Bad_and_the_Undead,Kim Harrison,Kim Harrison,Midwest,,1
331256.Roadside_Picnic,Аркадий Натанович Стругацкий,Arkady Strugatsky,,,2
10766509-the-best-of-me,Nicholas Sparks,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
17802724-the-husband-s-secret,Liane Moriarty,Liane Moriarty,Sydney,-33.867777777777775 151.21,1
5217282-secrets-of-the-dragon-sanctuary,Brandon Mull,Brandon Mull,"Utah, United States",,1
20764879-a-gathering-of-shadows,Victoria Schwab,V.E. Schwab,,,2
12448.Look_Homeward_Angel,Thomas Wolfe,Thomas Wolfe,,,2
133954.Washington_Square,Henry James Jr.,Henry James,New York City,40.71277777777778 -74.00611111111111,1
17407748-the-longest-ride,Nicholas Sparks,Nicholas Sparks,"Omaha, Nebraska",41.25861111111111 -95.9375,1
846984.Love_Stargirl,Jerry Spinelli,Jerry Spinelli,"Norristown, Pennsylvania",40.12 -75.34166666666667,1
68418.The_Dark_Elf_Trilogy_Collector_s_Edition,R. A. Salvatore,R.A. Salvatore,"Leominster, Massachusetts",42.525 -71.76027777777777,2
259836.Dragons_of_Autumn_Twilight,Margaret Weis,Margaret Weis,"Independence, Missouri",39.07972222222222 -94.40666666666667,1
13929.Wildwood_Dancing,Juliet Marillier,Juliet Marillier,Dunedin,-45.87416666666667 170.5036111111111,1
10798416-the-statistical-probability-of-love-at-first-sight,Jennifer E. Smith,Jennifer E. Smith,,,2
2159225.The_Mysterious_Benedict_Society_and_the_Perilous_Journey,Trenton Lee Stewart,Trenton Lee Stewart,"Hot Springs, Arkansas",34.49722222222222 -93.05527777777777,1
175983.Memories_of_Ice,Steven Erikson,Steven Erikson,Toronto,43.74166666666667 -79.37333333333333,1
6063187-twenties-girl,Sophie Kinsella,Sophie Kinsella,England,51.5 -0.11666666666666667,1
220826.K_rk_Mantolu_Madonna,Sabahattin Ali,Sabahattin Ali,Ottoman Empire,,1
2146957.Grip_of_the_Shadow_Plague,Brandon Mull,Brandon Mull,"Utah, United States",,1
15790842-life-after-life,Raymond A. Moody,Kate Atkinson,,,2
7165300-the-black-prism,Brent Weeks,Brent Weeks,,,2
31337.Blackwood_Farm,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
854757.Bet_Me,Jennifer Crusie,Jennifer Crusie,"Wapakoneta, Ohio",40.575833333333335 -84.19277777777778,1
350684.Whitney_My_Love,Judith McNaught,Judith McNaught,California,35.491035 -119.347852,1
769483.Magyk,Angie Sage,Angie Sage,Thames Valley,,1
13508607-the-secret-keeper,Alka Joshi,Kate Morton,"Berri, South Australia",-34.28333333333333 140.6,1
46777.Tithe,Holly Black,Holly Black,"West Long Branch, New Jersey",40.287904 -74.020019,1
79834.Lust_for_Life,Irving Stone,Irving Stone,,,2
81959.As_a_Man_Thinketh,James Allen,James Allen,,,2
5310515-when-you-reach-me,Rebecca Stead,Rebecca Stead,New York City,40.71277777777778 -74.00611111111111,1
6316171-hate-list,Jennifer Brown,Jennifer Brown,,,2
15811545-a-tale-for-the-time-being,Ruth Ozeki,Ruth Ozeki,"New Haven, Connecticut",41.31 -72.92361111111111,1
228296.Rosemary_s_Baby,Ira Levin,Ira Levin,New York City,40.71277777777778 -74.00611111111111,1
5809.V_,William Shakespeare,Thomas Pynchon,"Glen Cove, New York",40.867222222222225 -73.62777777777778,1
183660.Fairest,Gail Carson Levine,Gail Carson Levine,"New York, New York",,1
62032.The_13_Lives_of_Captain_Bluebear,,Walter Moers,Mönchengladbach,51.2 6.433333333333334,1
1842.Guns_Germs_and_Steel,Worth Books,Jared Diamond,Boston,42.360277777777775 -71.05777777777777,1
53061.Death_in_Venice,Thomas Mann,Thomas Mann,Free City of Lübeck,53.86972222222222 10.686388888888889,1
226378.A_Hero_of_Our_Time,Mikhail Lermontov,Mikhail Lermontov,Russian Empire,,1
34262.Peter_and_the_Starcatchers,Dave Barry,Dave Barry,"Armonk, New York",41.12861111111111 -73.70777777777778,1
144350.The_Battle_for_Skandia,John Flanagan,John Flanagan,,,2
8709524-silver-shadows,Frank Boreham,Richelle Mead,Michigan,44.0 -85.0,1
13569581-blood-song,Johannes Linnankoski,Anthony Ryan,,,2
31343.Pandora,Anne Rice,Anne Rice,"New Orleans, Louisiana",,1
172327.The_Ersatz_Elevator,Lemony Snicket,Lemony Snicket,,,2
15047.The_Passion,William Shakespeare,Jeanette Winterson,Manchester,53.47944444444445 -2.245277777777778,1
